learning_rate,n_steps,batch_size,gamma,gae_lambda,clip_range,ent_coef,epsilon,mean_reward
0.99,16,16,0.9,0.95,0.1,0.0,1e-05,9.2
0.99,16,16,0.9,0.95,0.1,0.0,1e-06,9.1
0.99,16,16,0.9,0.95,0.1,0.0,1e-07,9.4
0.99,16,16,0.9,0.95,0.1,0.1,1e-05,9.3
0.99,16,16,0.9,0.95,0.1,0.1,1e-06,9.4
0.99,16,16,0.9,0.95,0.1,0.1,1e-07,9.2
0.99,16,16,0.9,0.95,0.1,0.01,1e-05,9.2
0.99,16,16,0.9,0.95,0.1,0.01,1e-06,9.3
0.99,16,16,0.9,0.95,0.1,0.01,1e-07,9.3
0.99,16,16,0.9,0.95,0.1,0.001,1e-05,9.2
0.99,16,16,0.9,0.95,0.1,0.001,1e-06,9.7
0.99,16,16,0.9,0.95,0.1,0.001,1e-07,8.9
0.99,16,16,0.9,0.95,0.2,0.0,1e-05,9.0
0.99,16,16,0.9,0.95,0.2,0.0,1e-06,9.2
0.99,16,16,0.9,0.95,0.2,0.0,1e-07,25.2
0.99,16,16,0.9,0.95,0.2,0.1,1e-05,20.5
0.99,16,16,0.9,0.95,0.2,0.1,1e-06,9.5
0.99,16,16,0.9,0.95,0.2,0.1,1e-07,8.9
0.99,16,16,0.9,0.95,0.2,0.01,1e-05,9.7
0.99,16,16,0.9,0.95,0.2,0.01,1e-06,9.6
0.99,16,16,0.9,0.95,0.2,0.01,1e-07,9.0
0.99,16,16,0.9,0.95,0.2,0.001,1e-05,9.2
0.99,16,16,0.9,0.95,0.2,0.001,1e-06,9.6
0.99,16,16,0.9,0.95,0.2,0.001,1e-07,9.7
0.99,16,16,0.9,0.95,0.3,0.0,1e-05,10.0
0.99,16,16,0.9,0.95,0.3,0.0,1e-06,9.4
0.99,16,16,0.9,0.95,0.3,0.0,1e-07,9.2
0.99,16,16,0.9,0.95,0.3,0.1,1e-05,9.1
0.99,16,16,0.9,0.95,0.3,0.1,1e-06,9.8
0.99,16,16,0.9,0.95,0.3,0.1,1e-07,9.3
0.99,16,16,0.9,0.95,0.3,0.01,1e-05,9.5
0.99,16,16,0.9,0.95,0.3,0.01,1e-06,9.3
0.99,16,16,0.9,0.95,0.3,0.01,1e-07,9.0
0.99,16,16,0.9,0.95,0.3,0.001,1e-05,9.7
0.99,16,16,0.9,0.95,0.3,0.001,1e-06,9.1
0.99,16,16,0.9,0.95,0.3,0.001,1e-07,9.5
0.99,16,16,0.9,0.95,0.4,0.0,1e-05,8.9
0.99,16,16,0.9,0.95,0.4,0.0,1e-06,9.6
0.99,16,16,0.9,0.95,0.4,0.0,1e-07,9.5
0.99,16,16,0.9,0.95,0.4,0.1,1e-05,9.7
0.99,16,16,0.9,0.95,0.4,0.1,1e-06,9.4
0.99,16,16,0.9,0.95,0.4,0.1,1e-07,9.2
0.99,16,16,0.9,0.95,0.4,0.01,1e-05,9.4
0.99,16,16,0.9,0.95,0.4,0.01,1e-06,9.0
0.99,16,16,0.9,0.95,0.4,0.01,1e-07,9.1
0.99,16,16,0.9,0.95,0.4,0.001,1e-05,9.0
0.99,16,16,0.9,0.95,0.4,0.001,1e-06,9.4
0.99,16,16,0.9,0.95,0.4,0.001,1e-07,9.2
0.99,16,16,0.9,0.95,0.5,0.0,1e-05,20.2
0.99,16,16,0.9,0.95,0.5,0.0,1e-06,9.6
0.99,16,16,0.9,0.95,0.5,0.0,1e-07,9.1
0.99,16,16,0.9,0.95,0.5,0.1,1e-05,9.4
0.99,16,16,0.9,0.95,0.5,0.1,1e-06,9.2
0.99,16,16,0.9,0.95,0.5,0.1,1e-07,9.5
0.99,16,16,0.9,0.95,0.5,0.01,1e-05,8.9
0.99,16,16,0.9,0.95,0.5,0.01,1e-06,9.3
0.99,16,16,0.9,0.95,0.5,0.01,1e-07,15.9
0.99,16,16,0.9,0.95,0.5,0.001,1e-05,9.8
0.99,16,16,0.9,0.95,0.5,0.001,1e-06,9.8
0.99,16,16,0.9,0.95,0.5,0.001,1e-07,9.6
0.99,16,16,0.9,0.9,0.1,0.0,1e-05,9.5
0.99,16,16,0.9,0.9,0.1,0.0,1e-06,9.8
0.99,16,16,0.9,0.9,0.1,0.0,1e-07,8.8
0.99,16,16,0.9,0.9,0.1,0.1,1e-05,9.6
0.99,16,16,0.9,0.9,0.1,0.1,1e-06,9.3
0.99,16,16,0.9,0.9,0.1,0.1,1e-07,9.5
0.99,16,16,0.9,0.9,0.1,0.01,1e-05,9.2
0.99,16,16,0.9,0.9,0.1,0.01,1e-06,9.5
0.99,16,16,0.9,0.9,0.1,0.01,1e-07,9.4
0.99,16,16,0.9,0.9,0.1,0.001,1e-05,9.3
0.99,16,16,0.9,0.9,0.1,0.001,1e-06,9.3
learning_rate,n_steps,batch_size,gamma,gae_lambda,clip_range,ent_coef,epsilon,mean_reward
learning_rate,n_steps,batch_size,gamma,gae_lambda,clip_range,ent_coef,epsilon,mean_reward,training_time
0.99,512,64,0.9,0.95,0.1,0.0,1e-05,9.3,4.497206687927246
0.99,512,64,0.9,0.95,0.1,0.0,1e-06,9.0,4.506678104400635
0.99,512,64,0.9,0.95,0.1,0.0,1e-07,9.1,4.19880223274231
0.99,512,64,0.9,0.95,0.1,0.1,1e-05,9.5,4.156584739685059
0.99,512,64,0.9,0.95,0.1,0.1,1e-06,9.6,4.1716179847717285
0.99,512,64,0.9,0.95,0.1,0.1,1e-07,9.1,4.16744327545166
0.99,512,64,0.9,0.95,0.1,0.01,1e-05,9.6,4.14922571182251
0.99,512,64,0.9,0.95,0.1,0.01,1e-06,9.3,4.141652584075928
0.99,512,64,0.9,0.95,0.1,0.01,1e-07,9.6,4.166991949081421
0.99,512,64,0.9,0.95,0.1,0.001,1e-05,9.0,4.143266916275024
0.99,512,64,0.9,0.95,0.1,0.001,1e-06,9.7,4.138180494308472
0.99,512,64,0.9,0.95,0.1,0.001,1e-07,9.1,4.353049993515015
0.99,512,64,0.9,0.95,0.2,0.0,1e-05,13.2,4.160034418106079
0.99,512,64,0.9,0.95,0.2,0.0,1e-06,9.3,4.133349657058716
0.99,512,64,0.9,0.95,0.2,0.0,1e-07,9.0,4.133373022079468
0.99,512,64,0.9,0.95,0.2,0.1,1e-05,9.3,4.174285650253296
0.99,512,64,0.9,0.95,0.2,0.1,1e-06,9.2,4.14531946182251
0.99,512,64,0.9,0.95,0.2,0.1,1e-07,9.3,4.1362998485565186
0.99,512,64,0.9,0.95,0.2,0.01,1e-05,9.1,4.175795316696167
0.99,512,64,0.9,0.95,0.2,0.01,1e-06,9.1,4.18153715133667
0.99,512,64,0.9,0.95,0.2,0.01,1e-07,9.7,4.13575553894043
0.99,512,64,0.9,0.95,0.2,0.001,1e-05,9.3,4.164445400238037
0.99,512,64,0.9,0.95,0.2,0.001,1e-06,9.8,4.156611442565918
0.99,512,64,0.9,0.95,0.2,0.001,1e-07,9.3,4.298147439956665
0.99,512,64,0.9,0.95,0.3,0.0,1e-05,9.3,4.428736209869385
0.99,512,64,0.9,0.95,0.3,0.0,1e-06,9.0,4.591499090194702
0.99,512,64,0.9,0.95,0.3,0.0,1e-07,9.4,4.817091941833496
0.99,512,64,0.9,0.95,0.3,0.1,1e-05,9.0,5.19335675239563
0.99,512,64,0.9,0.95,0.3,0.1,1e-06,9.3,5.234336614608765
0.99,512,64,0.9,0.95,0.3,0.1,1e-07,9.4,5.471167325973511
0.99,512,64,0.9,0.95,0.3,0.01,1e-05,9.6,5.374281883239746
0.99,512,64,0.9,0.95,0.3,0.01,1e-06,9.5,5.62194037437439
0.99,512,64,0.9,0.95,0.3,0.01,1e-07,9.2,5.402350425720215
0.99,512,64,0.9,0.95,0.3,0.001,1e-05,9.9,5.345897197723389
0.99,512,64,0.9,0.95,0.1,0.0,1e-05,9.1,4.380713224411011,0.7000000000000001
0.99,512,64,0.9,0.95,0.1,0.0,1e-06,26.8,4.4179933071136475,2.9597297173897488
0.99,512,64,0.9,0.95,0.1,0.0,1e-07,8.8,4.579634428024292,0.8717797887081348
0.99,512,64,0.9,0.95,0.1,0.1,1e-05,9.4,4.827054023742676,0.8
0.99,512,64,0.9,0.95,0.1,0.1,1e-06,9.4,4.575101613998413,0.9165151389911681
0.99,512,64,0.9,0.95,0.1,0.1,1e-07,9.5,4.65163779258728,0.6708203932499369
0.99,512,64,0.9,0.95,0.1,0.01,1e-05,9.2,4.469787120819092,0.6
0.99,512,64,0.9,0.95,0.1,0.01,1e-06,9.7,4.647117376327515,0.6403124237432849
0.99,512,64,0.9,0.95,0.1,0.01,1e-07,9.1,4.583609342575073,0.7000000000000001
0.99,512,64,0.9,0.95,0.1,0.001,1e-05,9.3,4.939302682876587,0.6403124237432849
0.99,512,64,0.9,0.95,0.1,0.001,1e-06,9.1,4.455024719238281,0.7000000000000001
0.99,512,64,0.9,0.95,0.1,0.001,1e-07,12.5,4.678242921829224,1.02469507659596
0.99,512,64,0.9,0.95,0.2,0.0,1e-05,9.4,4.756106853485107,0.7999999999999999
learning_rate,n_steps,batch_size,gamma,gae_lambda,clip_range,ent_coef,epsilon,mean_reward,training_time,standard deviation
